,0,1
351,2017-07-12 18:39:22+00:00,"I hate getting close to people these days... I always regret sharing too much, caring too much, doing too much, and feeling too much."
352,2017-07-12 18:38:54+00:00,the worst feeling is when you feel like youre annoying the only person you wanna talk to
353,2017-07-11 16:31:28+00:00,"i used to think you were the best thing to come into my life, but i was wrong"
354,2017-07-11 16:30:28+00:00,"i still love you, and probably will for a long time but i don't want to be with you anymore"
355,2017-07-11 16:29:58+00:00,do you ever miss certain friends but you don't even wanna hit them up anymore because things aren't the same
356,2017-07-10 01:25:56+00:00,"when people assume you'll always be there and start treating you carelessly, that's when you need to cut them off"
357,2017-07-10 01:25:38+00:00,not everyone is meant to stay in your life. it may hurt to lose someone but in the future you will see the lesson they brought you
358,2017-07-10 01:25:17+00:00,please remember that it's okay to miss someone or even just the idea of them and not want them back in your life
359,2017-07-06 21:08:51+00:00,how do i forget someone who made me feel complete but broke me at the same time
360,2017-07-06 21:08:20+00:00,"sometimes you have to give up on people, not because you don't care but because they don't"
361,2017-07-06 21:06:19+00:00,you're the reason i'm smiling again 
362,2017-07-05 19:53:56+00:00,some people will have to learn how to appreciate you by losing you
363,2017-07-05 19:53:04+00:00,"i'm doing much better nowdays, all i had to do was let go of the things and people that destroy me"
364,2017-07-05 19:52:05+00:00,"if you cheat, you're trash. idc what the situation is, nobody deserves to fall asleep at night wondering why they werent enough for you"
365,2017-07-04 22:35:36+00:00,i wish i could get a refund for all the love i've wasted on people
366,2017-07-04 22:34:56+00:00,i need to stop caring about people that don't care about me
367,2017-07-04 22:33:43+00:00,how he treats you is how he feels about you
368,2017-07-04 02:17:02+00:00,i'm so sick of dealing with people that don't appreciate my time and attention
369,2017-07-04 02:15:47+00:00,"Don't worry about what I'm doing, worry about why you're worried about me. "
370,2017-07-04 02:14:57+00:00,i need to stop caring about people that don't care about me
371,2017-07-03 00:32:28+00:00,i'm just another somebody that nobody wants
372,2017-07-03 00:31:14+00:00,nobody notices you until you're gone 
373,2017-07-03 00:29:46+00:00,stop forgiving people that hurt you over and over just because you don't want to lose them
374,2017-07-02 03:00:32+00:00,why hurt someone whose only intention was to love you?
375,2017-07-02 02:59:52+00:00,"people always leave, even if they promise a thousand times that they won't."
376,2017-07-02 02:59:31+00:00,one day you'll realize how much i cared
377,2017-07-01 00:12:42+00:00,"i don't chase people anymore. i learned that i'm here, and i'm important. i'm not going to run after people to prove that i matter"
378,2017-07-01 00:11:06+00:00,i wish people understood that heartbreak can be more damaging than drugs and alcohol
379,2017-07-01 00:10:31+00:00,how do i stop missing someone who doesn't miss me
380,2017-07-01 00:09:14+00:00,maybe one day someone will come into my life and actually mean what they say
381,2017-06-30 02:36:15+00:00,i'm just another somebody that nobody wants
382,2017-06-30 02:35:42+00:00,maybe one day someone will come into my life and actually mean what they say
383,2017-06-30 02:34:51+00:00,that sick feeling when you can actually feel the pain in your chest from hearing something or seeing something that really breaks your heart
384,2017-06-28 22:59:19+00:00,"I love her so much, I wouldn't trade her for anything "
385,2017-06-28 22:57:56+00:00,Stay away from people who make you think you are hard to love 
386,2017-06-28 22:57:17+00:00,slowly starting to realize how much i matter to people 
387,2017-06-28 00:01:34+00:00,"i used to think you were the best thing to come into my life, but i was wrong "
388,2017-06-28 00:00:40+00:00,i wish people understood that heartbreak can be more damaging than drugs and alcohol
389,2017-06-27 23:59:33+00:00,Never miss an opportunity to tell someone how much they mean to you.
390,2017-06-26 17:05:57+00:00,thank you to the few of you who stuck around through all my ups and downs
391,2017-06-26 17:04:51+00:00,"the sad part is, once you finally let someone have you, they stop doing what it took to get you"
392,2017-06-26 17:03:35+00:00,"if you ignore me, i'll ignore you. if you don't put in the effort, why should i"
393,2017-06-25 10:51:07+00:00,i hate getting close to people cause one day it just all falls apart 
394,2017-06-25 10:49:40+00:00,i hope you look at me and realize what you had & what you lost 
395,2017-06-25 10:46:30+00:00,"i want to say i miss you, but that wouldn't change anything so i'll keep pretending i don't "
396,2017-06-25 00:25:47+00:00,i try my hardest to make everyone happy and that's what fucks me up the most
397,2017-06-25 00:23:42+00:00,You could be talking to somebody for so long and they'll forget about you like it's nothing
398,2017-06-25 00:23:23+00:00,slowing figuring out who the real ones are. better late than never i guess
399,2017-06-23 23:36:45+00:00,"i feel myself changing, i dont even laugh the same anymore, i dont smile the same, or talk the same, i'm just so damn tired of everything b"
400,2017-06-23 23:35:44+00:00,i really support those who keep going after they been through some hard shit. god knows how much you wanna give up but can't.
401,2017-06-23 23:35:25+00:00,I broke myself trying to fix somebody else i'm so fucking dumb
402,2017-06-23 00:15:33+00:00,Don't look back and wonder why things went wrong. Don't regret not doing more. It happened for a reason. Your better days are ahead of you.
403,2017-06-23 00:15:09+00:00,"if I trip and we're not even together, that just goes to show I really fuck w you... but I guess that's my problem, I care too much."
404,2017-06-23 00:14:12+00:00,I want someone who'll be there for me through tough times 
405,2017-06-21 23:33:47+00:00,"Roses are red Violets are blue , why does every love song remind me of you "
406,2017-06-21 23:31:35+00:00,It’s funny how many “friends” you lose when you stop reaching out to them first 
407,2017-06-21 23:30:33+00:00,"Don't chase people. Be you, do your own shit and work hard. The right people who belong in your life will come to you. "
408,2017-06-20 23:35:32+00:00,"i'll much rather be told ""i don't wanna fw you"" than to be played w/. at least i can respect you as a real one."
409,2017-06-20 23:34:00+00:00,"When I look in her eyes, I feel like I'm lost in space "
410,2017-06-20 23:32:51+00:00,"I loved you from the start, idk why you couldn't trust me "
411,2017-06-20 23:32:16+00:00,why do i keep holding on to things that are long gone
412,2017-06-19 21:21:31+00:00,You don't care. So I gotta act like I don't care when in reality I care so fucking much. 
413,2017-06-19 21:20:39+00:00,You make me believe in forever You make me believe that love is really real That finally I have found my person ..
414,2017-06-19 21:19:43+00:00,people really think that im gon change the way i am for them like no bih accept me as i am or bye 
415,2017-06-18 21:33:34+00:00,"it hurts like hell when someone makes you feel special, then suddenly leaves you hanging, and you have to act like you don’t care at all."
416,2017-06-18 21:21:23+00:00,i hope you look at me and realize what you had & what you lost 
417,2017-06-18 21:20:19+00:00,"people will push you to your limits, and when you finally explode and fight back, suddenly you're the bad person"
418,2017-06-17 23:52:15+00:00,"Don't worry about what I'm doing, worry about why you're worried about me. "
419,2017-06-17 23:51:14+00:00,It's all fun and games till I dead ass stop fucking with you
420,2017-06-17 23:49:58+00:00,"How Can You Make Someone Feel So Special, And Then Leave Them Like Nothing? "
421,2017-06-16 23:56:31+00:00,"i want a relationship that'll never fade. when the rumors comes, we just laugh and remain strong. "
422,2017-06-16 23:53:38+00:00,There's only been 1 person that's been down for me since day one and has never switched up on me And that 1 person is me 
423,2017-06-16 23:47:27+00:00,We may have up’s and down’s but I love you to the moon and back . 
424,2017-06-15 22:53:53+00:00,It's like I want to feel loved again but then at the same time I don't want to end up getting hurt again 
425,2017-06-15 22:53:21+00:00,"I love her so much, I wouldn't trade her for anything "
426,2017-06-15 22:52:57+00:00,"When you left me, a part of my heart left with you "
427,2017-06-14 21:28:40+00:00,"i fell in love with your words but unfortunately, you were a good liar "
428,2017-06-14 21:26:58+00:00,it's so weird thinking back to when you first met someone and that moment you had no idea they would have such a big impact on you. 
429,2017-06-14 21:24:27+00:00,i wish someone actually cared about me as much as they said they did 
430,2017-06-14 00:39:53+00:00,i need someone in my life who cares about me as much as i care about them because i'm so tired of always being the one who cares more.
431,2017-06-14 00:39:24+00:00,People don't notice the things we do for them until we stop doing them. 
432,2017-06-14 00:38:58+00:00,"When you need me, I'm always there. Now I need you, and you're not around. "
433,2017-06-12 23:10:07+00:00,No matter your situation you should never disrespect your girl. Especially if she has been there for you at all times. 
434,2017-06-12 23:07:58+00:00,"How Can You Make Someone Feel So Special, And Then Leave Them Like Nothing? "
435,2017-06-12 23:04:06+00:00,"yes, i'm thinking about you right now sadly "
436,2017-06-12 01:01:07+00:00,"once you've been hurt, you get scared to get attached again, because you're always thinking everyone you love will always end up hurting you"
437,2017-06-12 00:59:55+00:00,"At the end of the day nobody care about you, worried bout you, nobody gone be there for you but yourself , & i had to learn the hard way fr."
438,2017-06-12 00:57:36+00:00,having depression is like being in an abusive relationship with yourself
439,2017-06-10 23:54:04+00:00,Keep playing with her emotions and she gonna find another nigga to fuck up yours 
440,2017-06-10 23:53:05+00:00,"I may not be your first love, first date or first kiss, but I want to be your last everything. "
441,2017-06-10 23:52:07+00:00,what you did and what you said were two different things. i should've known better. 
442,2017-06-10 00:43:54+00:00,life is beautiful when you learn to see the good in everything instead of seeing the flaws
443,2017-06-10 00:42:28+00:00,dont lose a girl that has seen your flaws and still loves you
444,2017-06-10 00:41:46+00:00,how do i stop missing someone who doesn't miss me
445,2017-06-08 22:10:09+00:00,"nobody ever means it when they say ""i'll never leave you"" everyone leaves. everything is temporary"
446,2017-06-08 22:09:34+00:00,"If I told you how much you mean to me, I'd never get the chance to finish. "
447,2017-06-08 22:09:08+00:00,i will never again beg for anyone to stay in my life that doesn't wanna be there. ima keep moving up whether you with me or not.
448,2017-06-07 22:27:37+00:00,"Don't worry about what I'm doing, worry about why I'm on your mind."
449,2017-06-07 22:27:10+00:00,maybe one day someone will come into my life and actually mean what they say
450,2017-06-07 22:26:35+00:00,nobody can take away your pain so don't let anyone take your happiness
451,2017-06-06 21:55:10+00:00,"i used to think you were the best thing to come into my life, but i was wrong "
452,2017-06-06 21:54:21+00:00,"I like being alone, listening to music in my own world. Away from all the bullshit in life."
453,2017-06-06 21:52:57+00:00,Why cheat? Why put someone through that? Now they can't trust anyone else or even give their heart to someone because you ruined that person
454,2017-06-06 01:31:17+00:00,It's crazy how I'm there for everyone 24/7 & always making sure they alright but when I'm sad don't nobody ever hmu & ask how I'm doing 
455,2017-06-06 01:30:29+00:00,"nobody ever means it when they say ""i'll never leave you"" everyone leaves. everything is temporary"
456,2017-06-06 01:27:51+00:00,Yall be taking advantage of people n treating em like shit just because u know they have a genuine weak spot for u & that's really fucked up
457,2017-06-04 20:28:43+00:00,nobody notices you until you're gone 
458,2017-06-04 20:26:59+00:00,"i used to think you were the best thing to come into my life, but i was wrong "
459,2017-06-04 20:26:01+00:00,sometimes you feel sad without any reason. and you can't help it. and you can't deal with it.
460,2017-06-03 22:59:59+00:00,Don't get too caught up in others and forget to take care of yourself
461,2017-06-03 22:59:32+00:00,You'll end up really disappointed if you think people will do for you as you do for them. Not everyone has the same heart as you. 
462,2017-06-03 22:58:52+00:00,"Sometimes good things fall apart so better things can fall together. Every story has an end, but in life every end is just a new beginning. "
463,2017-06-03 00:21:18+00:00,"i feel myself changing. i dont laugh the same anymore, i dont smile the same, or talk the same. i'm just so tired of everything, mentally."
464,2017-06-03 00:18:26+00:00,my wallet is empty just like my soul 
465,2017-06-03 00:15:35+00:00,"it's funny how many ""friends"" you lose when you stop reaching out to them first "
466,2017-06-02 00:55:43+00:00,ain't it crazy how life works. one minute everything can be goin so good and shit. then the next it's like hell just let loose on you.
467,2017-06-02 00:36:25+00:00,"I be mad asf one second , then don't care the next second , then next minute I be ready to cry smh "
468,2017-06-02 00:35:29+00:00,"I'm fine w/ being single. I'm not necessarily looking to be in a relationship, but I'm tired of ""just talking"" and it not going anywhere."
469,2017-06-01 01:11:11+00:00,you will never be happy if you continue to hold onto things that make you sad
470,2017-06-01 01:09:04+00:00,i think i'm waiting for something that isn't going to happen
471,2017-06-01 01:07:33+00:00,"people always leave, even if they promise a thousand times that they won't."
472,2017-05-30 23:53:25+00:00,you can’t find me in someone else
473,2017-05-30 23:52:52+00:00,Don't apologize if you're just gonna continue doing the shit you're sorry for.
474,2017-05-30 23:51:17+00:00,Never forget who stayed down & who switched up.
475,2017-05-30 01:50:32+00:00,"maybe one day, i'll be what you need. but don't wait too long...because the day you want me, may be the day i've finally given up."
476,2017-05-30 01:49:28+00:00,Its sad nobody ever knows how much someone is actually hurting... Someone right next to you could be completely broken and you wouldn't know
477,2017-05-30 01:48:22+00:00,"if they hurt you, why are you still thinking about them? "
478,2017-05-29 00:40:44+00:00,have you ever been in one of those moods where you don't really know whats wrong but you feel really irritated with everyone and everything
479,2017-05-29 00:36:21+00:00,can the right person just come into my life already 
480,2017-05-29 00:35:00+00:00,the worst part about being sad is that you don't even know what makes you happy anymore
481,2017-05-27 23:38:59+00:00,sometimes I just get sad and I don't know why 
482,2017-05-27 23:36:27+00:00,"sleep doesn't help, if it's your soul that's tired."
483,2017-05-27 23:34:16+00:00,i've spent my whole life trying to please others when i should've been putting myself first
484,2017-05-27 00:45:34+00:00,"being ignored by someone whose attention means the world to you is the worst feeling, and you start to overthink everything. "
485,2017-05-27 00:43:00+00:00,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems. "
486,2017-05-27 00:39:36+00:00,telling a girl how important she is to you is one of the best things you can do for her.
487,2017-05-26 02:04:18+00:00,So damn hard to trust people now days 
488,2017-05-26 01:00:55+00:00,i hate missing someone who probably doesn't miss me 
489,2017-05-26 00:07:46+00:00,You can waste time but don't waste mine. 
490,2017-05-24 23:44:34+00:00,y'all boys be acting like u got no heart. don't front like it don't hurt when u see her with another dude. don't act like u ain't love her. 
491,2017-05-24 23:06:49+00:00,people be so quick to forget all the shit you did for em smh 
492,2017-05-24 15:40:29+00:00,"if you could read my mind, you'd be in tears "
493,2017-05-24 15:39:10+00:00,i got hurt so i stopped trying 
494,2017-05-24 00:49:42+00:00,"Don't call me ""bae"" ""baby"" ""babe"" or ""love"" unless I’m the only one you're calling that. "
495,2017-05-23 23:37:57+00:00,i used to be what you wanted. 
496,2017-05-23 02:35:32+00:00,i just want to feel important to someone 
497,2017-05-23 01:52:17+00:00,you'll never find another me 
498,2017-05-22 22:19:29+00:00,i swear i never meant to get so attached to you 
499,2017-05-21 18:45:49+00:00,My name always in someone's mouth . Y'all fans or some ? 
500,2017-05-21 03:33:55+00:00,stop asking me to trust you when im still coughing up water from the last time you let me drown 
501,2017-05-19 14:03:22+00:00,"With out you , I'm nothing . "
502,2017-05-19 13:59:11+00:00,life's fucked up but you gotta keep ya head up. 
503,2017-05-19 13:55:44+00:00,"i never really knew pain, until i felt you lost interest in me. "
504,2017-05-19 02:47:42+00:00,Boys laugh at what they put girls through but they won't be laughing when they're wiping tears off their daughters face for the same reason 
505,2017-05-19 02:40:49+00:00,i wish people understood that heartbreak can be more damaging than drugs and alcohol
506,2017-05-17 23:52:02+00:00,trust me the minute a guy stops giving you attention like he use to in beginning. it's going to another girl. 
507,2017-05-17 23:49:19+00:00,why do i still miss you even after you've moved on and left me alone 
508,2017-05-17 19:08:46+00:00,one day you'll realize how much i cared 
509,2017-05-17 01:07:50+00:00,"it's sad when you get hurt so much, that you can finally say ""i'm used to it"" "
510,2017-05-16 16:00:31+00:00,one day you'll realize how much i cared 
511,2017-05-16 15:16:26+00:00,my problem is i keep coming back to those who have broke me 
512,2017-05-15 15:39:44+00:00,if you want me in your life like you say you do then prove it
513,2017-05-15 15:36:26+00:00,i wish i could get a refund for all the love i've wasted on people 
514,2017-05-14 23:33:06+00:00,"when i first saw you, i never expected that you would mean the world to me "
515,2017-05-14 23:29:56+00:00,don’t push me away and then wonder where i went 
516,2017-05-14 20:36:42+00:00,you're the reason why i don't believe in life anymore .
517,2017-04-05 02:22:12+00:00,i've begun to realize whatever i thought made me happy was just a temporary feeling that never seems to last 
518,2017-04-03 01:06:48+00:00,i hate getting close to people cause one day it just all falls apart 
519,2017-04-02 02:43:00+00:00,you'll never find another friend like me 
520,2017-04-02 02:41:15+00:00,"i'm doing much better nowdays, all i had to do was let go of the things and people that destroy me "
521,2017-04-02 02:39:09+00:00,that sick feeling when you can actually feel the pain in your chest from hearing something or seeing something that really breaks your heart
522,2017-03-29 04:25:10+00:00,u took 4 hours to text back and think i'm gonna reply within the next minute? u right 
523,2017-03-29 04:19:15+00:00,please be afraid to lose me 
524,2017-03-29 04:18:43+00:00,only regret i have in my life was wasting time and energy on people who actually never even cared about me
525,2017-03-28 02:16:05+00:00,"you didnt play me, you played yourself "
526,2017-03-28 02:15:14+00:00,accept that you arent special to some people and move on 
527,2017-03-28 02:14:28+00:00,"pain changes people, it makes them trust less, overthink more, and shut people out "
528,2017-03-27 14:05:46+00:00,"it's ok to lose people, but never lose yourself "
529,2017-03-27 14:03:39+00:00,"""i should've let you known , that you're my only one"" "
530,2017-03-27 14:00:15+00:00,I may forgive you but I'll never forget all the shit you've put me through 
531,2017-03-27 11:46:25+00:00,if you leave me i don't blame you 
532,2017-03-27 11:44:13+00:00,honestly its best to not fw no one 
533,2017-03-27 11:41:14+00:00,| i wish things were back to where they use to be 
534,2017-03-26 02:44:01+00:00,one person yet so many feelings..
535,2017-03-26 02:43:25+00:00,i care about your feelings more than mine 
536,2017-03-26 02:42:45+00:00,i forget not everyone has the same heart as me 
537,2017-03-26 02:14:54+00:00,when someone wants to talk to you they'll make the effort. you can't force someone to do something just because you want them to do it 
538,2017-03-26 02:14:05+00:00,"why can't anyone see that all my ""smiles"" are fake?"
539,2017-03-26 02:13:19+00:00,my heart is way too frozen to be broken 
540,2017-03-25 02:43:18+00:00,i highkey don't miss you 
541,2017-03-25 02:42:22+00:00,why am i so afraid to lose you when you're not even mine? 
542,2017-03-24 20:11:22+00:00,"I Rarely Catch Feelings For Anyone So If I Like You, You Lucky "
543,2017-03-24 18:35:10+00:00,maybe one day someone will come into my life and actually mean what they say 
544,2017-03-24 03:30:51+00:00,I Heard Love Was In The Air..So I Held My Breath 
545,2017-03-24 03:30:19+00:00,you will never be happy if you continue to hold onto things that make you sad 
546,2017-03-24 02:52:48+00:00,ʷʰʸ ʷʰʸ ʷʰʸ ʷʰʸ ʷʰʸ ʷʰʸ ʷʰʸ ʷʰʸ why do you play with my feelings ʷʰʸ ʷʰʸ ʷʰʸ 
547,2017-03-24 02:44:54+00:00,i rarely open up to people but if i do please don't take advantage of that 
548,2017-03-22 03:37:51+00:00,Stay away from people who make you think you are hard to love 
549,2017-03-22 03:35:55+00:00,I never want to catch feelings for anyone ever again 
550,2017-03-21 03:29:49+00:00,if you leave me i don't blame you 
551,2017-03-21 02:39:57+00:00,Lmfao I'm Just Waiting For This Bitch To Hurt You The Way You Hurt Me 
552,2017-03-21 02:33:28+00:00,sad story: i thought you cared 
553,2017-03-20 05:41:47+00:00,I Thought I Could Trust You But You Proved Me Wrong & Now I Can't Trust Anyone Because Of You 
554,2017-03-20 05:40:36+00:00,i appreciate the people who don't give up on me 
555,2017-03-20 01:07:19+00:00,i hope you look at me and realize what you had & what you lost 
556,2017-03-20 01:02:53+00:00,Wasting All Your Time On This One Person When They Barely Talk To You 
